,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
13074,13075,32,1462,2017-08-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2006-02-04
13075,13076,92,558,2017-07-19,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
13076,13077,77,1627,2017-12-06,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
13077,13078,68,1043,2017-03-01,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-26
13078,13079,4,1817,2017-08-31,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
13079,13080,35,429,2017-07-28,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
13080,13081,24,1723,2017-10-12,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1991-08-07
13081,13082,41,2566,2017-09-10,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1993-04-14
13082,13083,87,2180,2017-01-11,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-26
13083,13084,77,2149,2017-11-14,1.0,Cancelled,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11
13084,13085,15,1818,2017-04-01,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-10-04
13085,13086,1,2806,2017-02-06,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-08-31
13086,13087,17,3077,2017-04-14,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-11-07
13087,13088,1,2402,2017-10-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
13088,13089,82,719,2017-01-12,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13089,13090,65,2680,2017-12-14,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-08-22
13090,13091,4,2338,2017-07-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-11
13091,13092,54,1572,2017-05-13,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1999-06-25
13092,13093,66,3030,2017-12-06,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
13093,13094,56,1825,2017-07-10,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2011-08-26
13094,13095,29,3286,2017-06-19,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
13095,13096,97,2509,2017-09-12,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-31
13096,13097,3,691,2017-06-11,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-11
13097,13098,51,2366,2017-07-09,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
13098,13099,27,1337,2017-07-05,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
13099,13100,90,344,2017-02-12,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,2008-03-21
13100,13101,12,1357,2017-06-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27
13101,13102,39,2515,2017-12-06,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2006-10-03
13102,13103,50,3012,2017-02-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1991-01-23
13103,13104,100,384,2017-07-29,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
13104,13105,24,727,2017-09-21,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-09
13105,13106,1,3351,2017-07-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
13106,13107,69,3340,2017-01-28,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
13107,13108,24,3377,2017-03-08,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1993-05-28
13108,13109,18,767,2017-05-25,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13109,13110,26,381,2017-02-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
13110,13111,81,2067,2017-08-01,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
13111,13112,65,630,2017-08-05,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-13
13112,13113,10,1008,2017-12-13,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
13113,13114,95,2710,2017-08-04,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
13114,13115,89,2156,2017-09-08,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2013-06-11
13115,13116,0,1004,2017-05-31,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-19
13116,13117,3,195,2017-03-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2008-03-21
13117,13118,0,216,2017-04-18,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2006-05-24
13118,13119,35,3395,2017-11-14,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
13119,13120,5,3392,2017-10-17,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31
13120,13121,53,1510,2017-02-14,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
13121,13122,96,204,2017-12-03,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
13122,13123,2,1289,2017-03-21,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-08-31
13123,13124,63,320,2017-08-03,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
13124,13125,61,3382,2017-07-26,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
13125,13126,29,1504,2017-12-25,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1995-12-21
13126,13127,64,1363,2017-07-10,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20
13127,13128,69,2033,2017-02-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
13128,13129,2,1239,2017-07-18,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-11
13129,13130,0,234,2017-12-19,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
13130,13131,54,2338,2017-03-06,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14
13131,13132,99,428,2017-03-21,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-27
13132,13133,17,2839,2017-05-26,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
13133,13134,22,752,2017-02-26,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
13134,13135,55,1149,2017-04-09,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-10-20
13135,13136,29,154,2017-10-20,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
13136,13137,84,3420,2017-07-24,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20
13137,13138,10,2528,2017-10-08,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
13138,13139,2,237,2017-02-26,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2005-10-24
13139,13140,49,3158,2017-12-14,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
13141,13142,53,3201,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1991-01-23
13142,13143,37,2464,2017-12-26,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
13143,13144,27,2805,2017-02-17,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
13144,13145,58,2164,2017-07-17,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
13145,13146,1,1900,2017-10-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-08-31
13146,13147,1,1991,2017-10-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
13147,13148,3,95,2017-11-22,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
13148,13149,39,2412,2017-04-28,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
13149,13150,50,2739,2017-01-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-14
13150,13151,33,1278,2017-10-27,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13
13151,13152,90,2239,2017-11-28,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,2006-02-04
13152,13153,66,307,2017-12-15,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2015-04-13
13153,13154,27,2607,2017-01-11,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2006-11-12
13154,13155,62,233,2017-07-25,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-25
13155,13156,38,887,2017-07-27,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
13156,13157,38,3116,2017-02-17,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18
13157,13158,44,1881,2017-03-19,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1993-04-14
13158,13159,79,2906,2017-09-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2015-08-04
13159,13160,2,2163,2017-04-09,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
13160,13161,54,2865,2017-07-29,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
13161,13162,64,3089,2017-04-09,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1992-10-04
13162,13163,57,2321,2017-06-04,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-10-20
13163,13164,27,198,2017-09-27,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
13164,13165,24,261,2017-03-13,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-09
13165,13166,20,383,2017-07-12,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07
13166,13167,74,3364,2017-04-24,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24
13167,13168,21,2444,2017-05-31,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
13168,13169,11,1817,2017-03-08,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07
13169,13170,51,702,2017-02-14,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
13170,13171,0,3372,2017-10-28,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
13171,13172,84,1519,2017-12-22,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2002-09-02
13172,13173,3,195,2017-03-29,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1993-05-28
13173,13174,41,537,2017-11-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09
13174,13175,58,224,2017-08-08,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
13175,13176,0,3239,2017-10-16,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
13176,13177,53,702,2017-10-29,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
13177,13178,57,1289,2017-03-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-25
13178,13179,37,2179,2017-04-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
13179,13180,41,637,2017-02-20,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09
13180,13181,60,823,2017-05-29,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
13181,13182,58,2150,2017-06-16,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-19
13182,13183,14,85,2017-04-07,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
13183,13184,54,346,2017-05-22,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14
13184,13185,9,1011,2017-05-02,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-12
13185,13186,74,477,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2012-12-04
13186,13187,22,997,2017-02-10,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-10-04
13187,13188,68,2542,2017-11-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2014-10-12
13188,13189,70,2593,2017-07-12,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13
13189,13190,29,1874,2017-09-10,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
13190,13191,3,3406,2017-05-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
13191,13192,82,1195,2017-12-11,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13192,13193,25,1577,2017-05-17,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
13193,13194,85,451,2017-01-23,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24
13194,13195,50,902,2017-12-16,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18
13195,13196,76,418,2017-09-07,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
13196,13197,69,1565,2017-10-28,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-27
13197,13198,18,748,2017-04-22,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13198,13199,63,936,2017-09-07,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
13199,13200,96,2874,2017-01-21,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
13200,13201,1,1213,2017-02-05,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
13201,13202,80,2913,2017-02-24,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-12
13202,13203,66,1177,2017-08-18,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2000-05-24
13203,13204,43,887,2017-01-26,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
13204,13205,10,931,2017-01-16,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-14
13205,13206,21,1084,2017-06-14,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
13206,13207,38,2106,2017-12-27,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-06-19
13207,13208,57,3374,2017-12-29,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
13208,13209,0,2180,2017-03-15,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2014-03-05
13209,13210,9,1709,2017-08-17,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
13210,13211,16,2716,2017-01-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
13212,13213,85,1550,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2000-11-05
13213,13214,18,1229,2017-02-12,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2009-03-10
13214,13215,67,2206,2017-06-26,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
13215,13216,30,1351,2017-12-03,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
13216,13217,0,228,2017-03-22,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
13217,13218,67,2110,2017-08-21,1.0,Cancelled,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
13218,13219,38,945,2017-09-02,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-07-23
13219,13220,82,490,2017-02-26,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13220,13221,83,1682,2017-10-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2005-05-12
13221,13222,74,446,2017-08-23,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1997-01-27
13223,13224,61,863,2017-06-04,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-19
13224,13225,25,464,2017-06-07,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2002-03-24
13225,13226,41,1906,2017-12-29,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-12
13226,13227,82,1792,2017-05-03,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
13227,13228,3,3419,2017-03-01,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-18
13228,13229,54,3057,2017-06-23,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14
13229,13230,61,56,2017-02-23,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1998-12-19
13230,13231,98,3457,2017-05-14,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
13231,13232,80,1801,2017-03-23,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
13232,13233,72,542,2017-02-13,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08
13233,13234,15,718,2017-11-26,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-14
13234,13235,87,2082,2017-08-19,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2000-11-05
13235,13236,82,855,2017-06-27,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2015-08-12
13236,13237,32,1134,2017-02-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24
13237,13238,59,1408,2017-11-28,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
13238,13239,20,1938,2017-02-24,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2011-05-09
13239,13240,55,3131,2017-12-13,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2011-08-26
13240,13241,87,1749,2017-06-04,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22
13241,13242,72,3086,2017-06-05,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
13242,13243,75,2507,2017-06-11,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2014-10-12
13243,13244,26,317,2017-05-25,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1992-10-13
13244,13245,0,1356,2017-12-07,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
13245,13246,28,619,2017-09-25,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07
13246,13247,16,1542,2017-02-15,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-11-11
13247,13248,53,420,2017-03-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
13248,13249,15,3284,2017-01-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09
13249,13250,0,1034,2017-01-07,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-07-17
13250,13251,94,2185,2017-08-16,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
13251,13252,21,1692,2017-04-27,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
13252,13253,49,3202,2017-08-18,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2009-04-14
13253,13254,79,510,2017-11-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
13254,13255,81,44,2017-11-25,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2013-09-18
13255,13256,90,2708,2017-06-22,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2003-01-07
13256,13257,3,3059,2017-03-01,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
13257,13258,86,3337,2017-12-24,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2013-06-11
13258,13259,64,2698,2017-07-02,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
13259,13260,89,793,2017-12-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2006-02-04
13260,13261,88,2511,2017-01-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-05
13261,13262,87,3032,2017-01-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1993-10-04
13262,13263,11,2222,2017-08-02,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
13263,13264,95,2353,2017-01-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2002-10-12
13264,13265,73,339,2017-07-05,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2006-10-03
13265,13266,4,8,2017-10-04,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-20
13266,13267,3,2308,2017-08-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-02-09
13267,13268,38,1766,2017-06-06,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18
13268,13269,30,2204,2017-03-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
13269,13270,2,785,2017-06-19,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
13270,13271,85,672,2017-11-10,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1994-07-14
13271,13272,53,3477,2017-02-27,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2003-07-23
13272,13273,58,1537,2017-10-14,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
13273,13274,4,2042,2017-09-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-11
13274,13275,77,1361,2017-11-15,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
13275,13276,31,566,2017-02-27,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2005-05-12
13276,13277,3,363,2017-02-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-12-20
13277,13278,93,3399,2017-11-23,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
13278,13279,85,2925,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-28
13279,13280,48,2856,2017-11-10,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2005-08-11
13280,13281,38,1158,2017-06-10,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-05-11
13281,13282,39,2269,2017-06-06,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
13282,13283,43,2111,2017-09-13,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2011-05-11
13284,13285,47,3,2017-09-04,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2010-05-07
13285,13286,0,1711,2017-07-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18
13286,13287,63,495,2017-02-18,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2015-04-13
13287,13288,20,1267,2017-03-22,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2011-05-09
13288,13289,57,1272,2017-07-25,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
13289,13290,67,2648,2017-11-25,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
13290,13291,95,1317,2017-12-20,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1999-07-22
13292,13293,15,1973,2017-03-20,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-08-12
13293,13294,64,2044,2017-08-22,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-24
13294,13295,19,2167,2017-08-06,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
13295,13296,13,2187,2017-09-25,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
13296,13297,70,3113,2017-03-21,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2016-12-08
13297,13298,64,2182,2017-04-01,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-07
13298,13299,41,1897,2017-10-29,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,2007-12-13
13299,13300,8,1511,2017-09-13,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
13300,13301,34,2953,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2010-11-07
13301,13302,75,1210,2017-08-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
13302,13303,0,2199,2017-12-06,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
13303,13304,6,520,2017-11-07,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-08-19
13304,13305,65,574,2017-02-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
13305,13306,8,1308,2017-03-03,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2013-06-11
13306,13307,44,1231,2017-01-15,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11
13307,13308,84,1412,2017-06-01,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1999-07-28
13308,13309,93,114,2017-06-21,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
13309,13310,94,2824,2017-01-03,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
13310,13311,83,612,2017-12-29,1.0,Cancelled,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
13311,13312,12,2766,2017-07-05,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-12
13312,13313,35,1138,2017-04-07,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
13314,13315,80,2932,2017-02-01,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
13315,13316,83,703,2017-01-12,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
13316,13317,1,1790,2017-07-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
13317,13318,29,2662,2017-10-29,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1995-12-21
